,CPLX_INCIDENT_ID,NUM_FOD_RECORDS,FIRE_YEAR,INCIDENT_NUMBER,COMPLEX_NAME,ICS_COMPLEX_NAME_LINK,FIRE_NAME_LINK,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,MEMBER_INCIDENT_ID,INCIDENT_ID
751,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,BURNT PEAK,7282175.0,7253911.0,2017_7282175_BURNT PEAK,2017_7282175_BURNT PEAK
752,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,LIME GULCH,7282177.0,7253911.0,2017_7282177_LIME GULCH,2017_7282177_LIME GULCH
753,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,LICK GULCH,7282178.0,7253911.0,2017_7282178_LICK GULCH,2017_7282178_LICK GULCH
754,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,KNOX,7282179.0,7253911.0,2017_7282179_KNOX,2017_7282179_KNOX
755,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,FIGUREHEAD,7282181.0,7253911.0,2017_7282181_FIGUREHEAD,2017_7282181_FIGUREHEAD
771,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,FOSTER,7282184.0,7253911.0,2017_7282184_FOSTER,2017_7282184_FOSTER
756,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,STEAMBOAT,7282187.0,7253911.0,2017_7282187_STEAMBOAT,2017_7282187_STEAMBOAT
757,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,BRUSH,7282189.0,7253911.0,2017_7282189_BRUSH,2017_7282189_BRUSH
758,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,BEARWALLOW,7282190.0,7253911.0,2017_7282190_BEARWALLOW,2017_7282190_BEARWALLOW
759,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,BIGELOW,7282191.0,7253911.0,2017_7282191_BIGELOW,2017_7282191_BIGELOW
681,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL 280,7285090.0,7400161.0,2017_7285090_TL 280,2017_7285090_TL 280
682,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL 282,7285091.0,7400161.0,2017_7285091_TL 282,2017_7285091_TL 282
683,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL 292,7285092.0,7400161.0,2017_7285092_TL 292,2017_7285092_TL 292
785,2017_7155675_NW OKLAHOMA COMPLEX,,2017,,,NW OKLAHOMA COMPLEX,OKS - BEAVER,7285432.0,7155675.0,2017_7285432_OKS - BEAVER,2017_7285432_OKS - BEAVER
709,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,SPRUCE LAKE,7285789.0,7272173.0,2017_7285789_SPRUCE LAKE,2017_7285789_SPRUCE LAKE
684,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL HORSECAMP 455,7286385.0,7400161.0,2017_7286385_TL HORSECAMP 455,2017_7286385_TL HORSECAMP 455
685,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL LONE WOMAN 285,7286386.0,7400161.0,2017_7286386_TL LONE WOMAN 285,2017_7286386_TL LONE WOMAN 285
667,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,EAST,7289235.0,7396234.0,2017_7289235_EAST,2017_7289235_EAST
659,2017_7293180_CENTRAL LNU COMPLEX,,2017,,,CENTRAL LNU COMPLEX,POCKET,7290270.0,7293180.0,2017_7290270_POCKET,2017_7290270_POCKET
668,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,MOE,7290657.0,7396234.0,2017_7290657_MOE,2017_7290657_MOE
669,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,LITTLE BUCK,7290658.0,7396234.0,2017_7290658_LITTLE BUCK,2017_7290658_LITTLE BUCK
670,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,LARRY,7290745.0,7396234.0,2017_7290745_LARRY,2017_7290745_LARRY
843,2017_7200218_SOUTHERN LNU COMPLEX,,2017,,,SOUTHERN LNU COMPLEX,NUNS,7293146.0,7200218.0,2017_7293146_NUNS,2017_7293146_NUNS
657,2017_7293180_CENTRAL LNU COMPLEX,,2017,,,CENTRAL LNU COMPLEX,CENTRAL LNU COMPLEX,7293180.0,7293180.0,2017_7293180_CENTRAL LNU COMPLEX,2017_7293180_CENTRAL LNU COMPLEX
844,2017_7328924_SUMMIT COMPLEX,,2017,,,SUMMIT COMPLEX,DOUGLAS,7299551.0,7328924.0,2017_7299551_DOUGLAS,2017_7299551_DOUGLAS
834,2017_7228286_SAPPHIRE COMPLEX,,2017,,,SAPPHIRE COMPLEX,SLIDEROCK,7300563.0,7228286.0,2017_7300563_SLIDEROCK,2017_7300563_SLIDEROCK
835,2017_7228286_SAPPHIRE COMPLEX,,2017,,,SAPPHIRE COMPLEX,LITTLE HOGBACK,7301677.0,7228286.0,2017_7301677_LITTLE HOGBACK,2017_7301677_LITTLE HOGBACK
837,2017_7404917_SHEEP COMPLEX,,2017,,,SHEEP COMPLEX,INDIAN RIDGE,7302678.0,7404917.0,2017_7302678_INDIAN RIDGE,2017_7302678_INDIAN RIDGE
702,2017_7245550_GREEN RIDGE COMPLEX,,2017,,,GREEN RIDGE COMPLEX,MOUNT AURA,7303429.0,7245550.0,2017_7303429_MOUNT AURA,2017_7303429_MOUNT AURA
661,2017_7248484_COOLWATER COMPLEX,,2017,,,COOLWATER COMPLEX,GLOVER,7312047.0,7248484.0,2017_7312047_GLOVER,2017_7312047_GLOVER
726,2017_7194593_HIGHWAY 200 COMPLEX,,2017,,,HIGHWAY 200 COMPLEX,MILLER CREEK,7314782.0,7194593.0,2017_7314782_MILLER CREEK,2017_7314782_MILLER CREEK
686,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL UPPER ASH FLAT 327,7315747.0,7400161.0,2017_7315747_TL UPPER ASH FLAT 327,2017_7315747_TL UPPER ASH FLAT 327
671,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,YOUNG,7315795.0,7396234.0,2017_7315795_YOUNG,2017_7315795_YOUNG
827,2017_7377619_SALMON AUGUST COMPLEX,,2017,,,SALMON AUGUST COMPLEX,MARY,7318197.0,7377619.0,2017_7318197_MARY,2017_7318197_MARY
710,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,WILEY,7318199.0,7272173.0,2017_7318199_WILEY,2017_7318199_WILEY
711,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,SILENT,7318284.0,7272173.0,2017_7318284_SILENT,2017_7318284_SILENT
712,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,BUTTE,7318352.0,7272173.0,2017_7318352_BUTTE,2017_7318352_BUTTE
794,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,BURNEY,7319250.0,7382007.0,2017_7319250_BURNEY,2017_7319250_BURNEY
760,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,STICK ROCK,7319437.0,7253911.0,2017_7319437_STICK ROCK,2017_7319437_STICK ROCK
687,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL BUCKSKIN 313,7319445.0,7400161.0,2017_7319445_TL BUCKSKIN 313,2017_7319445_TL BUCKSKIN 313
727,2017_7194593_HIGHWAY 200 COMPLEX,,2017,,,HIGHWAY 200 COMPLEX,CUB CREEK,7320458.0,7194593.0,2017_7320458_CUB CREEK,2017_7320458_CUB CREEK
728,2017_7194593_HIGHWAY 200 COMPLEX,,2017,,,HIGHWAY 200 COMPLEX,READER,7321366.0,7194593.0,2017_7321366_READER,2017_7321366_READER
672,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,BALD HORNET,7327711.0,7396234.0,2017_7327711_BALD HORNET,2017_7327711_BALD HORNET
673,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,RIDGE,7327712.0,7396234.0,2017_7327712_RIDGE,2017_7327712_RIDGE
674,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,MILL,7327736.0,7396234.0,2017_7327736_MILL,2017_7327736_MILL
729,2017_7194593_HIGHWAY 200 COMPLEX,,2017,,,HIGHWAY 200 COMPLEX,DEEP CREEK,7328494.0,7194593.0,2017_7328494_DEEP CREEK,2017_7328494_DEEP CREEK
730,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,POTATO HILL,7328536.0,7337181.0,2017_7328536_POTATO HILL,2017_7328536_POTATO HILL
845,2017_7328924_SUMMIT COMPLEX,,2017,,,SUMMIT COMPLEX,SUMMIT COMPLEX,7328924.0,7328924.0,2017_7328924_SUMMIT COMPLEX,2017_7328924_SUMMIT COMPLEX
846,2017_7328924_SUMMIT COMPLEX,,2017,,,SUMMIT COMPLEX,WILLOW,7329227.0,7328924.0,2017_7329227_WILLOW,2017_7329227_WILLOW
828,2017_7377619_SALMON AUGUST COMPLEX,,2017,,,SALMON AUGUST COMPLEX,BINGHAM,7331841.0,7377619.0,2017_7331841_BINGHAM,2017_7331841_BINGHAM
847,2017_7328924_SUMMIT COMPLEX,,2017,,,SUMMIT COMPLEX,BUMMERS,7331896.0,7328924.0,2017_7331896_BUMMERS,2017_7331896_BUMMERS
731,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,HORSE CREEK COMPLEX,7337181.0,7337181.0,2017_7337181_HORSE CREEK COMPLEX,2017_7337181_HORSE CREEK COMPLEX
838,2017_7404917_SHEEP COMPLEX,,2017,,,SHEEP COMPLEX,DRY DIGGINS,7340524.0,7404917.0,2017_7340524_DRY DIGGINS,2017_7340524_DRY DIGGINS
853,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,DL OAK NOB,7343353.0,7343355.0,2017_7343353_DL OAK NOB,2017_7343353_DL OAK NOB
854,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,UMPQUA NORTH COMPLEX,7343355.0,7343355.0,2017_7343355_UMPQUA NORTH COMPLEX,2017_7343355_UMPQUA NORTH COMPLEX
855,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,NU FALL CREEK,7345583.0,7343355.0,2017_7345583_NU FALL CREEK,2017_7345583_NU FALL CREEK
761,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,CREEDENCE,7345751.0,7253911.0,2017_7345751_CREEDENCE,2017_7345751_CREEDENCE
762,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,KINNEY,7345762.0,7253911.0,2017_7345762_KINNEY,2017_7345762_KINNEY
856,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,NU RAGGED,7345768.0,7343355.0,2017_7345768_NU RAGGED,2017_7345768_NU RAGGED
763,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,COUGAR,7346196.0,7253911.0,2017_7346196_COUGAR,2017_7346196_COUGAR
857,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,NU  369,7346226.0,7343355.0,2017_7346226_NU  369,2017_7346226_NU  369
858,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,DL BROKENTOOTH,7346227.0,7343355.0,2017_7346227_DL BROKENTOOTH,2017_7346227_DL BROKENTOOTH
859,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,NU CALF,7346228.0,7343355.0,2017_7346228_NU CALF,2017_7346228_NU CALF
732,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,AVENUE,7348825.0,7337181.0,2017_7348825_AVENUE,2017_7348825_AVENUE
713,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,LOST,7348858.0,7272173.0,2017_7348858_LOST,2017_7348858_LOST
795,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 7,7348982.0,7382007.0,2017_7348982_ZULU 7,2017_7348982_ZULU 7
714,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,GOOD BYE,7349541.0,7272173.0,2017_7349541_GOOD BYE,2017_7349541_GOOD BYE
796,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,HAYPRESS,7349549.0,7382007.0,2017_7349549_HAYPRESS,2017_7349549_HAYPRESS
733,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,MR SEPARATION,7350815.0,7337181.0,2017_7350815_MR SEPARATION,2017_7350815_MR SEPARATION
734,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,MR RONEY,7350847.0,7337181.0,2017_7350847_MR RONEY,2017_7350847_MR RONEY
735,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,MR 183  OLALLIE LOOKOUT,7350848.0,7337181.0,2017_7350848_MR 183  OLALLIE LOOKOUT,2017_7350848_MR 183  OLALLIE LOOKOUT
764,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,STEVE PEAK,7352874.0,7253911.0,2017_7352874_STEVE PEAK,2017_7352874_STEVE PEAK
736,2017_7337181_HORSE CREEK COMPLEX,,2017,,,HORSE CREEK COMPLEX,NASH,7353352.0,7337181.0,2017_7353352_NASH,2017_7353352_NASH
722,2017_7354301_HIGH DESERT COMPLEX,,2017,,,HIGH DESERT COMPLEX,HIGH DESERT COMPLEX,7354301.0,7354301.0,2017_7354301_HIGH DESERT COMPLEX,2017_7354301_HIGH DESERT COMPLEX
797,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,BLUE,7354372.0,7382007.0,2017_7354372_BLUE,2017_7354372_BLUE
798,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,CHIMNEY,7354373.0,7382007.0,2017_7354373_CHIMNEY,2017_7354373_CHIMNEY
787,2017_7359700_ONAQUI MOUNTAIN COMPLEX,,2017,,,ONAQUI MOUNTAIN COMPLEX,ONAQUI MOUNTAIN COMPLEX,7359700.0,7359700.0,2017_7359700_ONAQUI MOUNTAIN COMPLEX,2017_7359700_ONAQUI MOUNTAIN COMPLEX
799,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,FRANK,7360354.0,7382007.0,2017_7360354_FRANK,2017_7360354_FRANK
662,2017_7248484_COOLWATER COMPLEX,,2017,,,COOLWATER COMPLEX,OLD MAN,7363739.0,7248484.0,2017_7363739_OLD MAN,2017_7363739_OLD MAN
663,2017_7248484_COOLWATER COMPLEX,,2017,,,COOLWATER COMPLEX,ANDYS HUMP,7365269.0,7248484.0,2017_7365269_ANDYS HUMP,2017_7365269_ANDYS HUMP
715,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,ANDERSON,7368211.0,7272173.0,2017_7368211_ANDERSON,2017_7368211_ANDERSON
721,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,NORTH PELICAN,7369215.0,7272173.0,2017_7369215_NORTH PELICAN,2017_7369215_NORTH PELICAN
800,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ALPHA 1,7370224.0,7382007.0,2017_7370224_ALPHA 1,2017_7370224_ALPHA 1
765,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,STRICKLIN,7370680.0,7253911.0,2017_7370680_STRICKLIN,2017_7370680_STRICKLIN
860,2017_7343355_UMPQUA NORTH COMPLEX,,2017,,,UMPQUA NORTH COMPLEX,NU HAPPY DOG,7371563.0,7343355.0,2017_7371563_NU HAPPY DOG,2017_7371563_NU HAPPY DOG
675,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,CURLY,7371944.0,7396234.0,2017_7371944_CURLY,2017_7371944_CURLY
676,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,GREEN,7371945.0,7396234.0,2017_7371945_GREEN,2017_7371945_GREEN
814,2017_7372518_RUTH COMPLEX,,2017,,,RUTH COMPLEX,WILLIE,7372360.0,7372518.0,2017_7372360_WILLIE,2017_7372360_WILLIE
815,2017_7372518_RUTH COMPLEX,,2017,,,RUTH COMPLEX,SECRET,7372515.0,7372518.0,2017_7372515_SECRET,2017_7372515_SECRET
816,2017_7372518_RUTH COMPLEX,,2017,,,RUTH COMPLEX,RUTH COMPLEX,7372518.0,7372518.0,2017_7372518_RUTH COMPLEX,2017_7372518_RUTH COMPLEX
677,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,CEDAR,7373377.0,7396234.0,2017_7373377_CEDAR,2017_7373377_CEDAR
688,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL TALLOW 311,7373513.0,7400161.0,2017_7373513_TL TALLOW 311,2017_7373513_TL TALLOW 311
850,2017_7375208_TONGUE RIVER COMPLEX,,2017,,,TONGUE RIVER COMPLEX,TONGUE RIVER COMPLEX,7375208.0,7375208.0,2017_7375208_TONGUE RIVER COMPLEX,2017_7375208_TONGUE RIVER COMPLEX
852,2017_7375651_TULLOCK COMPLEX,,2017,,,TULLOCK COMPLEX,TULLOCK COMPLEX,7375651.0,7375651.0,2017_7375651_TULLOCK COMPLEX,2017_7375651_TULLOCK COMPLEX
716,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,FOSTER CREEK,7375976.0,7272173.0,2017_7375976_FOSTER CREEK,2017_7375976_FOSTER CREEK
689,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL FREEZE 317,7377110.0,7400161.0,2017_7377110_TL FREEZE 317,2017_7377110_TL FREEZE 317
829,2017_7377619_SALMON AUGUST COMPLEX,,2017,,,SALMON AUGUST COMPLEX,GARDEN,7377511.0,7377619.0,2017_7377511_GARDEN,2017_7377511_GARDEN
766,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,WHISKEY RIDGE,7377550.0,7253911.0,2017_7377550_WHISKEY RIDGE,2017_7377550_WHISKEY RIDGE
830,2017_7377619_SALMON AUGUST COMPLEX,,2017,,,SALMON AUGUST COMPLEX,SALMON AUGUST COMPLEX,7377619.0,7377619.0,2017_7377619_SALMON AUGUST COMPLEX,2017_7377619_SALMON AUGUST COMPLEX
801,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,AIKENS,7381020.0,7382007.0,2017_7381020_AIKENS,2017_7381020_AIKENS
767,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,COOK,7381951.0,7253911.0,2017_7381951_COOK,2017_7381951_COOK
802,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,FORKS,7381963.0,7382007.0,2017_7381963_FORKS,2017_7381963_FORKS
803,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,LITTLE,7381965.0,7382007.0,2017_7381965_LITTLE,2017_7381965_LITTLE
804,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ELK,7381966.0,7382007.0,2017_7381966_ELK,2017_7381966_ELK
805,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,UKONOM,7381967.0,7382007.0,2017_7381967_UKONOM,2017_7381967_UKONOM
806,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ORLEANS COMPLEX,7382007.0,7382007.0,2017_7382007_ORLEANS COMPLEX,2017_7382007_ORLEANS COMPLEX
703,2017_7245550_GREEN RIDGE COMPLEX,,2017,,,GREEN RIDGE COMPLEX,NORTH 40,7388238.0,7245550.0,2017_7388238_NORTH 40,2017_7388238_NORTH 40
848,2017_7328924_SUMMIT COMPLEX,,2017,,,SUMMIT COMPLEX,MCCORMICK,7388514.0,7328924.0,2017_7388514_MCCORMICK,2017_7388514_MCCORMICK
690,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL DOUBLE BUCK 289,7392497.0,7400161.0,2017_7392497_TL DOUBLE BUCK 289,2017_7392497_TL DOUBLE BUCK 289
691,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL WINDY GAP 281,7392498.0,7400161.0,2017_7392498_TL WINDY GAP 281,2017_7392498_TL WINDY GAP 281
807,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,DILL,7392502.0,7382007.0,2017_7392502_DILL,2017_7392502_DILL
808,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 1,7393546.0,7382007.0,2017_7393546_ZULU 1,2017_7393546_ZULU 1
692,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL PARADISE 287,7393548.0,7400161.0,2017_7393548_TL PARADISE 287,2017_7393548_TL PARADISE 287
809,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 2,7393555.0,7382007.0,2017_7393555_ZULU 2,2017_7393555_ZULU 2
810,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 3,7393556.0,7382007.0,2017_7393556_ZULU 3,2017_7393556_ZULU 3
717,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,ROUND TOP,7393563.0,7272173.0,2017_7393563_ROUND TOP,2017_7393563_ROUND TOP
678,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,PRESCOTT,7393588.0,7396234.0,2017_7393588_PRESCOTT,2017_7393588_PRESCOTT
817,2017_7372518_RUTH COMPLEX,,2017,,,RUTH COMPLEX,DUTCHMAN,7393855.0,7372518.0,2017_7393855_DUTCHMAN,2017_7393855_DUTCHMAN
718,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,BROKEN LOOKOUT,7393929.0,7272173.0,2017_7393929_BROKEN LOOKOUT,2017_7393929_BROKEN LOOKOUT
679,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,ECLIPSE COMPLEX,7396234.0,7396234.0,2017_7396234_ECLIPSE COMPLEX,2017_7396234_ECLIPSE COMPLEX
693,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,FALCON COMPLEX,7400161.0,7400161.0,2017_7400161_FALCON COMPLEX,2017_7400161_FALCON COMPLEX
811,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 5,7401261.0,7382007.0,2017_7401261_ZULU 5,2017_7401261_ZULU 5
812,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,ZULU 6,7401262.0,7382007.0,2017_7401262_ZULU 6,2017_7401262_ZULU 6
694,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL COUGAR CUB,7401267.0,7400161.0,2017_7401267_TL COUGAR CUB,2017_7401267_TL COUGAR CUB
695,2017_7400161_FALCON COMPLEX,,2017,,,FALCON COMPLEX,TL COUGAR 284,7401269.0,7400161.0,2017_7401269_TL COUGAR 284,2017_7401269_TL COUGAR 284
768,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,OVERVIEW,7401278.0,7253911.0,2017_7401278_OVERVIEW,2017_7401278_OVERVIEW
680,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,FOURMILE,7401973.0,7396234.0,2017_7401973_FOURMILE,2017_7401973_FOURMILE
839,2017_7404917_SHEEP COMPLEX,,2017,,,SHEEP COMPLEX,SHEEP COMPLEX,7404917.0,7404917.0,2017_7404917_SHEEP COMPLEX,2017_7404917_SHEEP COMPLEX
769,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,GREEN VALLEY,7405907.0,7253911.0,2017_7405907_GREEN VALLEY,2017_7405907_GREEN VALLEY
719,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,JERRY,7406172.0,7272173.0,2017_7406172_JERRY,2017_7406172_JERRY
720,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,TOM,7406173.0,7272173.0,2017_7406173_TOM,2017_7406173_TOM
770,2017_7253911_MILLER COMPLEX,,2017,,,MILLER COMPLEX,BORDER,7406812.0,7253911.0,2017_7406812_BORDER,2017_7406812_BORDER
879,2018_9013991_AVIAN COMPLEX,,2018,,,AVIAN COMPLEX,FLAMINGO,9013909.0,9013991.0,2018_9013909_FLAMINGO,2018_9013909_FLAMINGO
880,2018_9013991_AVIAN COMPLEX,,2018,,,AVIAN COMPLEX,AVIAN COMPLEX,9013991.0,9013991.0,2018_9013991_AVIAN COMPLEX,2018_9013991_AVIAN COMPLEX
862,2018_9017377_AL PETTY COMPLEX,,2018,,,AL PETTY COMPLEX,AL PETTY COMPLEX,9017377.0,9017377.0,2018_9017377_AL PETTY COMPLEX,2018_9017377_AL PETTY COMPLEX
881,2018_9013991_AVIAN COMPLEX,,2018,,,AVIAN COMPLEX,CARACARA,9019793.0,9013991.0,2018_9019793_CARACARA,2018_9019793_CARACARA
863,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,SLIM,9021262.0,9028381.0,2018_9021262_SLIM,2018_9021262_SLIM
864,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,LANE,9021264.0,9028381.0,2018_9021264_LANE,2018_9021264_LANE
865,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,APACHE COMPLEX,9028381.0,9028381.0,2018_9028381_APACHE COMPLEX,2018_9028381_APACHE COMPLEX
866,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,PONY,9028512.0,9028381.0,2018_9028512_PONY,2018_9028512_PONY
867,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,DOG,9028513.0,9028381.0,2018_9028513_DOG,2018_9028513_DOG
918,2018_9033420_WHITE COMPLEX,,2018,,,WHITE COMPLEX,WHITE COMPLEX,9033420.0,9033420.0,2018_9033420_WHITE COMPLEX,2018_9033420_WHITE COMPLEX
906,2018_9036099_SCENIC LOOP COMPLEX,,2018,,,SCENIC LOOP COMPLEX,SCENIC LOOP COMPLEX,9036099.0,9036099.0,2018_9036099_SCENIC LOOP COMPLEX,2018_9036099_SCENIC LOOP COMPLEX
907,2018_9036099_SCENIC LOOP COMPLEX,,2018,,,SCENIC LOOP COMPLEX,JONES/PHILLIPS,9036404.0,9036099.0,2018_9036404_JONES/PHILLIPS,2018_9036404_JONES/PHILLIPS
908,2018_9036099_SCENIC LOOP COMPLEX,,2018,,,SCENIC LOOP COMPLEX,LONG X 2,9036409.0,9036099.0,2018_9036409_LONG X 2,2018_9036409_LONG X 2
868,2018_9028381_APACHE COMPLEX,,2018,,,APACHE COMPLEX,NBC WF,9040782.0,9028381.0,2018_9040782_NBC WF,2018_9040782_NBC WF
900,2018_9271973_MIRROR LAKE COMPLEX,,2018,,,MIRROR LAKE COMPLEX,MURDOCK,9040937.0,9271973.0,2018_9040937_MURDOCK,2018_9040937_MURDOCK
885,2018_9044450_CHICKEN COMPLEX,,2018,,,CHICKEN COMPLEX,CHICKEN COMPLEX,9044450.0,9044450.0,2018_9044450_CHICKEN COMPLEX,2018_9044450_CHICKEN COMPLEX
